,brand,image,ingredient,name,price
485,유세린,https://contents.lotteon.com/itemimage/LB/PD/10/01/17/33/_1/83/33/LBPD10011733_18333_1.jpg/dims/resizef/554X554,"정제수, 글리세린, 글리세릴글루코사이드, 부틸렌글라이콜, 다이카프릴릴카보네이트, 카프릴릭/카프릭트라이글리세라이드, 하이드로제네이티드코코-글리세라이즈, 판테놀, 다이스타치포스페이트, 폴리글리세릴-3메틸글루코오스다이스테아레이트,  페녹시에탄올, 1,2-헥산다이올, 카프릴릴글라이콜, 소듐카보머, 소듐하이드록사이드, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 다이프로필렌글라이콜, 창과감초뿌리추출물, 글루코오스, 피이지-40하이드로제네이티드캐스터오일, 트라이데세스-9, 인삼추출물",아쿠아포린 액티브 아이크림 15ml,"25,200원"
486,아벤느,https://contents.lotteon.com/itemimage/LB/PD/10/00/37/52/_6/19/4/LBPD10003752_6194_1.jpg/dims/resizef/554X554,아벤느온천수(아쿠아),오떼르말 300ml  DUO,"23,000원"
487,메디힐,https://contents.lotteon.com/itemimage/LB/PD/10/01/82/73/_2/80/56/LBPD10018273_28056_1.jpg/dims/resizef/554X554,"정제수, 글리세린, 프로판다이올, 1,2-헥산다이올, 흰버드나무껍질추출물, 병풀추출물, 약모밀추출물, 돌콩추출물, 완두콩전초추출물, 살비아추출물, 라벤더추출물, 마트리카리아추출물, 로즈마리추출물, 카멜그라스추출물, 잔탄검, 부틸렌글라이콜, 보스웰리아수지추출물, 티트리추출물(3,000 ppm), 판테놀, 트레할로오스, 베타인, 카보머, 알란토인, 폴리솔베이트80, 알지닌, 다이소듐이디티에이, 다이포타슘글리시리제이트, 토코페릴아세테이트, 에틸헥실글리세린, 티트리잎오일(50 ppm)",티트리 마스크 EX 4매입,"4,000원"
488,라포티셀,https://contents.lotteon.com/itemimage/LB/PD/10/01/88/34/_2/88/05/LBPD10018834_28805_1.jpg/dims/resizef/554X554,"정제수, 다이프로필렌글라이콜, 아이소펜틸다이올, 1,2-헥산다이올, 부틸렌글라이콜, 프로판다이올, C12-14파레스-12, 에틸헥실글리세린, 글리세린, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 병풀추출물, 호장근뿌리추출물, 황금추출물, 귤껍질추출물, 다이소듐이디티에이, 라벤더오일, 녹차추출물, 스페인감초뿌리추출물, 인도멀구슬나무잎추출물, 마트리카리아꽃추출물, 로즈마리잎추출물, 인도멀구슬나무꽃추출물, 아이비고드열매추출물, 베타-글루칸, 알로에베라꽃추출물, 가지열매추출물, 콘민트오일, 홀리바질잎추출물, 울금뿌리추출물, 참산호말추출물, 리날룰",SOS스팟 세럼 15ml (리뉴얼),"13,300원"
489,마몽드,https://contents.lotteon.com/itemimage/LB/PD/10/01/72/88/_2/65/09/LBPD10017288_26509_1.jpg/dims/resizef/554X554,"마몽드 블루 캐모마일 수딩 리페어 크림 (자/튜브)  [jar 타입] 블루 캐모마일 수딩 리페어 크림 50ml  정제수, 프로판다이올, 글리세린, 페닐트라이메티콘, 스테아릴다이메티콘, 1,2-헥산다이올, 메틸트라이메티콘, 나이아신아마이드, 하이드록시에틸아크릴 레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 피씨에이다이메티콘, 글리 세릴폴리메타크릴레이트, 폴리메틸실세스퀴옥세인, 하이드로제네이티드폴리(C6-14 올레핀), 에리스리톨, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 옥타 데센, 트로메타민, 헥실데실미리스토일메틸아미노프로피오네이트, 글리세릴카프 릴레이트, 말라카이트추출물, 솔비탄아이소스테아레이트, 에틸헥실글리세린, 다이 소듐이디티에이, 부틸렌글라이콜, 아데노신, 스테아릭애씨드, 하이드록시프로필비 스팔미타마이드엠이에이, 만니톨, 마데카소사이드, 꽃창포추출물, 에탄올, 향료, 수크로오스, 베타-글루칸, 아크릴레이트/암모늄메타크릴레이트코폴리머, 마트리 카리아꽃추출물, 콜레스테롤, 실리카, 소듐하이알루로네이트, 풀루란, 로즈힙열 매추출물, 제인, 토코페롤, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루 로네이트크로스폴리머, 펙틴, 하이알루로닉애씨드, 인돌아세틱애씨드, 소듐아세 틸레이티드하이알루로네이트, 시트릭애씨드 마트리카리아꽃추출물(캐모마일 성분 24ppm)  마몽드 블루 캐모마일 수딩 리페어 크림 (자/튜브)  [튜브 타입] 블루 캐모마일 수딩 리페어 크림 한정세트 50ml  정제수, 프로판다이올, 글리세린, 페닐트라이메티콘, 스테아릴다이메티콘, 1,2-헥산다이올, 메틸트라이메티콘, 나이아신아마이드, 하이드록시에틸아크릴 레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 피씨에이다이메티콘, 글리 세릴폴리메타크릴레이트, 폴리메틸실세스퀴옥세인, 하이드로제네이티드폴리(C6-14 올레핀), 에리스리톨, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 옥타 데센, 트로메타민, 헥실데실미리스토일메틸아미노프로피오네이트, 글리세릴카프 릴레이트, 말라카이트추출물, 솔비탄아이소스테아레이트, 에틸헥실글리세린, 다이 소듐이디티에이, 부틸렌글라이콜, 아데노신, 스테아릭애씨드, 하이드록시프로필비 스팔미타마이드엠이에이, 만니톨, 마데카소사이드, 꽃창포추출물, 에탄올, 향료, 수크로오스, 베타-글루칸, 아크릴레이트/암모늄메타크릴레이트코폴리머, 마트리 카리아꽃추출물, 콜레스테롤, 실리카, 소듐하이알루로네이트, 풀루란, 로즈힙열 매추출물, 제인, 토코페롤, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루 로네이트크로스폴리머, 펙틴, 하이알루로닉애씨드, 인돌아세틱애씨드, 소듐아세 틸레이티드하이알루로네이트, 시트릭애씨드 마트리카리아꽃추출물(캐모마일 성분 24ppm)",블루 캐모마일 리페어크림 50+25ml (기획),"22,400원"
490,폴라초이스,https://contents.lotteon.com/itemimage/LB/PD/10/01/96/94/_3/01/26/LBPD10019694_30126_1.jpg/dims/resizef/554X554,"정제수, 다이카프릴릴카보네이트, 글리세린, 에틸헥실스테아레이트, 코코글리세라이즈, 시어버터, 스쿠알란, 소듐폴리아크릴레이트, 레시틴, 아데노신, 팔미토일트라이펩타이드-1, 세라마이드엔피, 레티놀, 석류나무추출물, 유차나무잎추출물, 스페인감초뿌리추출물, 테트라하이드로다이페룰로일메탄, 테트라하이드로디메톡시다이페룰로일메탄, 테트라하이드로비스디메톡시다이페룰로일메탄, 토코페릴아세테이트, 마트리카리아꽃추출물, 돌콩추출물, 돌콩오일, 부틸렌글라이콜, 프로필렌글라이콜, 글리세릴폴리메타크릴레이트, 잔탄검, 페녹시에탄올",리지스트 베리어 모이스처라이저 50ml,"39,000원"
491,바이오더마,https://contents.lotteon.com/itemimage/LB/PD/10/00/00/64/_3/26/LBPD10000064_326_1.jpg/dims/resizef/554X554,"정제수, 소듐코코암포아세테이트, 프로판디올, 소듐라우로일사코시네이트, 시트릭애씨드, 코코-글루코사이드, 글리세릴올리에이트, 소듐시트레이트, 피이지-90글리세릴이소스테아레이트, 만니톨, 자일리톨, 라우레스-2 , 람노오스, 프룩토올리고사카라이드, 토코페롤, 하이드로제네이티드팜글리세라이드시트레이트, 레시틴, 아스코빌팔미테이트",센시비오 젤무쌍 200ml,"20,000원"
492,센카,https://contents.lotteon.com/itemimage/LB/PD/10/01/28/09/_1/99/05/LBPD10012809_19905_1.jpg/dims/resizef/554X554,"글리세린,디메치콘,미네랄오일,비에이치티,세리신,세틸에칠헥사노에이트,소듐아세틸레이티드하이알루로네이트,소듐하이알루로네이트,시트릭애씨드,쌀배아오일,에칠헥실팔미테이트,에탄올,이소도데칸,정제수,조합향료,토코페롤,포타슘소르베이트,프로필렌글라이콜라우레이트,피이지-8글리세릴아이소스테아레이트,피피지-17,하이드롤라이즈드실크",미니 올 클리어 오일 35ml,"3,500원"
493,셀리맥스,https://contents.lotteon.com/itemimage/LB/PD/10/01/34/49/_2/07/20/LBPD10013449_20720_1.jpg/dims/resizef/554X554,"정제수, 에틸헥실팔미테이트, 다이프로필렌글라이콜, 하이드로제네이티드폴리데센, 1,2-헥산다이올, 브로콜리추출물(20 ppm), 호호바씨오일, 아르간커넬오일, 다이소듐이디티에이, 소듐시트레이트, 소듐클로라이드, 시트릭애씨드, 카프릴릴/카프릴글루코사이드, 라우릴메틸글루세스-10하이드록시프로필다이모늄클로라이드, 부틸렌글라이콜, 라벤더오일, 리날룰",브라이트닝 립앤아이 리무버 120ml,"5,500원"
494,라끄베르,https://contents.lotteon.com/itemimage/LB/PD/10/01/62/79/_2/52/33/LBPD10016279_25233_1.jpg/dims/resizef/554X554,"정제수, 디프로필렌글라이콜, 변성알코올40-B, 글리세린, 부틸렌글라이콜, 소듐하이알루로네이트하이드롤라이즈드콜라겐(1mg/1g), 아사이야자추출물, 블루베리추출물, 인디언구스베리열매추출물피이지-60하이드로제네이티드캐스터오일, 옥틸도데세스-25, 데실테트라데세스-25, 카보머, 트리소듐이디티에이트리에탄올아민, 메칠파라벤, 프로필파라벤, 향료, 리날룰",콜라겐 플러스 바이탈 스킨 220ml,"8,400원"
495,플로랑스네이처,https://contents.lotteon.com/itemimage/LB/PD/10/00/90/06/_1/42/05/LBPD10009006_14205_1.jpg/dims/resizef/554X554,"비터오렌지꽃수, 데하이드로아세틱애씨드, 정제수 99.4% 유기농 성분 함유",비터 오렌지 플로럴워터 200ml,"19,900원"
496,유리아쥬,https://contents.lotteon.com/itemimage/LB/PD/10/01/85/73/_2/80/03/LBPD10018573_28003_1.jpg/dims/resizef/554X554,"온천수,정제수,미네랄오일,시어버터,다이카프릴릴에터,글리세린,폴리솔베이트60,부틸렌글라이콜,세틸알코올,스쿠알란,소듐폴리아크릴레이트,글리세릴스테아레이트,피이지-100스테아레이트,유채스테롤,라즈베리씨오일/팜오일아미노프로판다이올에스터,보리지씨오일아미노프로판다이올아마이드,다이메티콘,클로페네신,토코페릴아세테이트,세트리모늄브로마이드,o-사이멘-5-올,피록톤올아민,잔탄검,아시아티코사이드,피토스핑고신",제모스 끄렘 200ml 기획 (미스트),"22,400원"
497,리얼베리어,https://contents.lotteon.com/itemimage/LB/PD/10/01/65/56/_2/56/02/LBPD10016556_25602_1.jpg/dims/resizef/554X554,"정제수, 폴리글리세릴-4카프레이트, 1,2-헥산다이올, 알지닌, 카보머, 변성알코올, 약모밀추출물, 트라이에틸시트레이트, 티트리잎오일, 부틸렌글라이콜, 소듐시트레이트, 소듐파이테이트, 에틸헥실글리세린, 시트릭애씨드, 2-카프릴로일카프릴로일메틸알라니네이트, 락토바이오닉애씨드, 리놀레익애씨드, 미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠이에이, 락틱애씨드, 인도멀구슬나무잎추출물, 리모넨, 인도멀구슬나무꽃추출물, 울금뿌리추출물, 홀리바질잎추출물, 참산호말추출물",컨트롤-T스팟 겔 15ml,"10,000원"
498,블레스문,https://contents.lotteon.com/itemimage/LB/PD/10/02/22/45/_3/35/32/LBPD10022245_33532_1.jpg/dims/resizef/554X554,상세페이지 참조,비타킷 클린킷 [업체배송],"16,900원"
499,비알티씨,https://contents.lotteon.com/itemimage/LB/PD/10/02/00/17/_3/06/22/LBPD10020017_30622_1.jpg/dims/resizef/554X554,"병풀추출물, 디프로필렌글라이콜, 폴리글리세릴-3메칠글루코오스디스테아레이트, 나이아신아마이드, 세테아릴알코올, 글리세릴스테아레이트, 스쿠알란, 하이드록시아세토페논, 비닐디메치콘, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 폴리글리세릴-4카프레이트, 소듐라우로일글루타메이트, 데실글루코사이드, 디글리세린, 시트릭애씨드, 카보머, 트로메타민, 황금추출물, 1,2-헥산디올, 정제수, 캐모마일꽃추출물, 글리세릴카프릴레이트, 에틸헥실글리세린, 암모늄아크릴로일디메칠타우레이트/브이피코폴리머, 라벤더오일, 아데노신, 글리세린, 부틸렌글라이콜, 스피룰리나추출물, 하수오뿌리추출물, 슈도알테로모나스발효추출물, 마치현추출물, 효모용해추출물, 에델바이스캘러스배양추출물, 인동덩굴꽃추출물, 디소듐이디티에이",센텔라 시카 덤 50ml,"18,000원"
500,일리윤,https://contents.lotteon.com/itemimage/LB/PD/10/00/89/22/_1/40/75/LBPD10008922_14075_1.jpg/dims/resizef/554X554,"드롭:정제수, 스쿠알란, 부틸렌글라이콜, 글리세린, 1,2-헥산디올, 메칠트리메치콘, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 글리세릴카프릴레이트, 락토바실러스 발효용해물, 향료, 인삼수, 디소듐이디티에이, 마데카소사이드, 시호추출물, 일당귀추출물, 맥문동추출물, 에칠헥실글리세린 / 시카밤:정제수, 부틸렌글라이콜, 카프릴릭/카프릭트리글리세라이드, 디이소스테아릴말레이트, 스쿠알란, 메칠트리메치콘, 폴리글리세릴-3메칠글루코오스디스테아레이트, 쉐어버터, 하이드로제네이티드캐스터오일이소스테아레이트, 글리세릴스테아레이트, 아라키딜알코올, 1,2-헥산디올, 세테아릴알코올, 판테놀, 베헤닐알코올, 아라키딜글루코사이드, 암모늄아크릴로일디메칠타우레이트/베헤네스-25메타크릴레이트크로스폴리머, 향료, 글리세릴카프릴레이트, 락토바실러스발효용해물, 인삼수, 디소듐이디티에이, 에칠헥실글리세린, 마데카소사이드, 글루코오스, 시호추출물, 일당귀추출물, 맥문동추출물, 세라마이드엔피, 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드, 토코페롤 / 크림: 정제수, 프로판디올, 디메치콘, 글리세린, 부틸렌글라이콜, 호호바씨오일, 세테아릴알코올, 1,2-헥산디올, 베타인, 티타늄디옥사이드 (CI 77891), 폴리소르베이트20, 세틸하이드록시에칠셀룰로오스, 하이드록시에칠아크릴레이트/소듐아크릴로일디메칠타우레이트코폴리머, 글리세릴스테아레이트, 세테아릴글루코사이드, 향료, 스테아릭애씨드, 하이드로제네이티드레시틴, 글리세릴카프릴레이트, 락토바실러스발효용해물, 인삼수, 디소듐이디티에이, 폴리글리세릴-3메칠글루코오스디스테아레이트, 잔탄검, 소르비탄이소스테아레이트, 폴리소르베이트60, 마데카소사이드, 세라마이드엔피, 시호추출물, 일당귀추출물, 맥문동추출물, 하이드레이티드실리카, 디소듐포스페이트, 실리카디메칠실릴레이트, 글루코오스, 에칠헥실글리세린",프로바이오틱스에센스드롭/시카밤/배리어크림 (택1),"18,200원"
501,네브스카야코스메티카,https://contents.lotteon.com/itemimage/LB/PD/10/01/05/06/_1/66/15/LBPD10010506_16615_1.jpg/dims/resizef/554X554,"정제수, 올리브오일, 아이소프로필미리스테이트, 글리세릴 스테아레이트, 피이지-100스테아레이트, 글리세린, 스테아릭애씨드, 라놀린, 파라핀, 해바라기씨오일, 베타-카로틴, 당근추출물, 토코페릴아세테이트, 다이메티콘, 카보머, 트라이에탄올아민, 향료, 부틸히드록시톨루엔, 페녹시에탄올, 에틸헥실글리세린",러시아 당근크림 40ml,"3,600원"
502,플라센타 베제딸,https://contents.lotteon.com/itemimage/LB/PD/10/00/17/87/_2/66/6/LBPD10001787_2666_1.jpg/dims/resizef/554X554,"정제수, 나이아신아마이드, 글리세린, 폴리글리세릴-6다이스테아레이트, 헵틸운데실레네이트, 빌베리열매추출물, 카프릴릭/카프릭트라이글리세라이드, 페녹시에탄올, 메틸메타크릴레이트크로스폴리머, 세틸알코올, 글리세릴스테아레이트, 호호바에스터, 사탕수수추출물, 팔미틱애씨드, 스테아릭애씨드, 수크로오스팔미테이트, 소듐하이드록사이드, 잔탄검, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 향료(천연향료), 폴리글리세릴-3비즈왁스, 알란토인, 티타늄디옥사이드, 부틸렌글라이콜, 글리세릴리놀리에이트, 스위트아몬드오일, 오렌지추출물, 레몬추출물, 에틸헥실글리세린, 하이드롤라이즈드콩단백질, 설탕단풍추출물, 파이틱애씨드, 스페인감초뿌리추출물, 마그네슘아스코빌포스페이트, 토코페롤, 너도밤나무싹추출물, 소듐시트레이트, 해바라기씨오일, 호야 라쿠노사꽃추출물, 벤질알코올, 미역추출물, 돌콩오일, 벤조익애씨드, 소르빅애씨드",콜렉티브 크림 30ml (미백에센스),"19,900원"
503,엘리샤코이,https://contents.lotteon.com/itemimage/LB/PD/10/02/06/27/_3/13/69/LBPD10020627_31369_1.jpg/dims/resizef/554X554,"[토너] 정제수, 부틸렌글라이콜, 1,2-헥산다이올, 메칠글루세스-20, 티트리추출물(100ppm), 녹차추출물(100ppm), 병풀추출물(100ppm), 약모밀추출물(100ppm), 셀룰로오스검, 에틸헥실글리세린, 트레할로오스, 폴리글리세릴-10라우레이트, 폴리글리세릴-10미리스테이트, 소듐하이알루로네이트, 시트릭애씨드, 티트리잎오일, 블랙윌로우나무껍질추출물  [크림] 정제수, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 프로필렌글라이콜다이카프릴레이트/다이카프레이트, 하이드로제네이티드폴리데센, 1,2-헥산다이올, 다이카프릴릴카보네이트, 세테아릴알코올, 아라키딜알코올, 부틸렌글라이콜, 카프릴릭/카프릭/미리스틱/스테아릭트라이글리세라이드, 베헤닐알코올, 피이지-4올리베이트, 글리세릴스테아레이트, 피이지-100스테아레이트, 아라키딜글루코사이드, 하이드로제네이티드레시틴, 펜타에리스리틸테트라에틸헥사노에이트, 티트리추출물(100ppm), 녹차추출물(100ppm), 병풀추출물(100ppm), 약모밀추출물(100ppm), 판테놀, 소듐폴리아크릴레이트, 토코페릴아세테이트, 알란토인, 잔탄검, 인도멀구슬나무잎추출물, 티트리잎오일, 인도멀구슬나무꽃추출물, 다이소듐이디티에이, 마카다미아씨오일, 에탄올, 트라이데세스-6, 폴리솔베이트20, 아이비고드열매추출물, 레티놀,글루코오스, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 가지추출물, 호박가루, 강황추출물, 콜레스테롤, 홀리바질잎추출물, 드럼스틱씨오일, 유채스테롤, 참산호말추출물, 피이지-5레이프씨드스테롤, 세테스-3, 세테스-5, 펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트, 세틸포스페이트, 소듐하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이드록시프로필트라이모늄하이알루로네이트, 소듐아세틸레이티드하이알루로네이트",테트라포스 섭섭이 콜라보 에디션 토너 (+크림),"19,500원"
504,유리아쥬,https://contents.lotteon.com/itemimage/LB/PD/10/00/75/61/_1/17/56/LBPD10007561_11756_1.jpg/dims/resizef/554X554,"정제수,시어버터,하이드로제네이티드폴리데센,글리세린,세테아릴아이소노나노에이트,아이소데실네오펜타노에이트,프로필헵틸카프릴레이트,부틸렌글라이콜,피티에프이,스테아레스-2,스테아레스-21,타피오카전분,펜타에리스리틸다이스테아레이트,세틸알코올,디메치콘,마이크로크리스탈린왁스,소듐폴리아크릴레이트,유채스테롤,토코페릴아세테이트,클로페네신,o-사이멘-5-올,피록톤올아민,잔탄검,라즈베리씨오일/팜오일아미노프로판다이올에스터,폴리메틸실세스퀴옥산,아시아티코사이드,피토스핑고신,보리지씨오일아미노프로판다이올아마이드",제모스 페이스 크림 40ml,"17,280원"
505,유세린,https://contents.lotteon.com/itemimage/LB/PD/10/01/99/87/_3/05/35/LBPD10019987_30535_1.jpg/dims/resizef/554X554,"정제수,  글리세린,  부틸렌글라이콜다이카프릴레이트/다이카프레이트,  디에칠아미노하이드록시벤조일헥실벤조에이트,  메틸프로판다이올,  합성비즈왁스,  베헤닐알코올,  에칠헥실트리아존,  하이드로제네이티드코코-글리세라이즈,  옥틸도데칸올,  스테아릴알코올,  세틸팔미테이트,  글리세릴스테아레이트시트레이트,  돌콩배아추출물 ,  알루미늄전분옥테닐석시네이트,  비스-에칠헥실옥시페놀메톡시페닐트리아진,  1,2-헥산다이올,  다이메티콘,  페녹시에탄올,  메틸메타크릴레이트크로스폴리머,  카보머,  에틸헥실글리세린,  소듐하이알루로네이트,  트라이소듐이디티에이,  소듐하이드록사이드",하이알루론 아이크림 기획 (+세럼),"40,800원"
506,아벤느,https://contents.lotteon.com/itemimage/LB/PD/10/00/36/63/_6/21/7/LBPD10003663_6217_1.jpg/dims/resizef/554X554,"메칠렌비스-벤조트리아조릴테트라메칠부틸페놀, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 디에칠헥실부타미도트리아존, 부틸메톡시디벤조일메탄, 아벤느온천수(아쿠아), 씨12-15알킬벤조에이트, 디카프릴릴카보네이트, 정제수, 글리세린, 디이소프로필아디페이트, 세테아릴이소노나노에이트, 라우릴글루코사이드, 폴리글리세릴-2디폴리하이드록시스테아레이트, 데실글루코사이드, 벤조익에씨드(0.3%), 카프릴릭/카프릭트리글리세라이드, 카프릴릴글라이콜, 시트릭애씨드, 디소듐이디티에이, 글리세릴베헤네이트, 글리세릴디베헤네이트, 하이드로제네이티드팜글리세라이드, 하이드로제네이티드팜커넬글리세라이드, 폴리아크릴레이트-13, 폴리이소부텐, 폴리소르베이트20, 프로필렌글라이콜, 소르비탄이소스테아레이트, 토코페롤, 토코페릴글루코사이드, 트리베헤닌, 잔탄검",선 레앙팡 100ml,"25,600원"
507,하다라보,https://contents.lotteon.com/itemimage/LB/PD/10/01/63/65/_2/53/61/LBPD10016365_25361_1.jpg/dims/resizef/554X554,"정제수, 부틸렌글라이콜, 디소듐코코일글루타메이트, 피이지-8, 코카미도프로필베타인, 코카마이드디이에이, 피이지-80소르비탄라우레이트, 글리세린, 소르비톨, 소듐타우린코코일메칠타우레이트, 시트릭애씨드, 폴리쿼터늄-7, 메칠파라벤, 비에이치티, 디소듐이디티에이, 소듐아세틸레이티드하이알루로네이트, 페트롤라툼, 하이드록시프로필트리모늄하이알루로네이트",고쿠쥰 포밍워시 폼 160ml 기획 1+1,"15,300원"
508,비페스타,https://contents.lotteon.com/itemimage/LB/PD/10/00/57/14/_8/84/0/LBPD10005714_8840_1.jpg/dims/resizef/554X554,"정제수,글리세린,디프로필렌글라이콜,이소부탄,폴리글리세릴-10미리스테이트,피이지-32,피이지-6,소듐코코일글루타미네이트,피이지-150스테아레이트,이산화탄소,소듐라우릴포스페이트,잔탄검,미리스틱애씨드,피이지-50하이드로제네이티드캐스터오일,카프릴릴글라이콜,오렌지류껍질오일,페녹시에탄올, 디에톡시디글라이콜,락틱애씨드,하이드록시프로필트리모늄하이알루로네이트",탄산무스폼 브라이트닝 180ml,"6,500원"
509,유세린,https://contents.lotteon.com/itemimage/LB/PD/10/01/17/44/_1/83/49/LBPD10011744_18349_1.jpg/dims/resizef/554X554,"정제수, 코코-글루코사이드, 코코-베타인, 마이크로크리스탈린셀룰로오스, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 락틱애씨드, 소듐클로라이드, 소듐벤조에이트, 소듐하이드록사이드, 페녹시에탄올, 셀룰로오스, 향료, 만니톨, 폴리쿼터늄-10, 벤조페논-4, 크로뮴하이드록사이드그린",더모 퓨리파이어 오일 컨트롤 스크럽100ml,"15,000원"
510,메디큐브,https://contents.lotteon.com/itemimage/LB/PD/10/02/06/86/_3/14/34/LBPD10020686_31434_1.jpg/dims/resizef/554X554,"정제수, 징크옥사이드, 사이클로펜타실록산, 카프릴릭/카프릭트리글리세라이드, 글리세린, 이소데실네오펜타노에이트, 사이클로헥사실록산, 디에칠헥실카보네이트, 쿼터늄-18벤토나이트, 피이지-10디메치콘, 부틸렌글라이콜, 나이아신아마이드, 비즈왁스, 소듐클로라이드, 소르비탄세스퀴올리에이트, 1,2-헥산디올, 비닐디메치콘/메치콘실세스퀴옥산크로스폴리머, 마치현추출물, 트리에톡시카프릴릴실란, 디메치콘/비닐디메이콘크로스폴리머, 카프릴릴글라이콜, 클로페네신, 아데노신, 호호바씨오일, 스쿠알란, 토마토추출물",레드 이레이징 크림 100ml,"36,100원"
511,나이팅게일,https://contents.lotteon.com/itemimage/LB/PD/10/00/88/49/_1/39/38/LBPD10008849_13938_1.jpg/dims/resizef/554X554,"1STEP_정제수, 부틸렌글라이콜, 글리세린, 트레할로스, 프로판디올, 글라이콜릭애씨드, 피이지-75, 1,2-헥산디올, 알지닌, 하이드롤라이즈드콜라겐, 피이지-60하이드로제네이티드캐스터오일, 잔탄검, 클로페네신, 윈터그린잎추출물, 왕귤나무씨추출물, 창포추출물, 흰목이버섯추출물, 디소듐이디티에이, 향료, 아데노신, 해수,쟈스민꽃수, 포도주추출물, 대나무수, 자작나무수액, 다마스크장미꽃수, 타우린, 들깨잎추출물, 바닐릴부틸에텔, 녹차추출물, 페녹시에탄올, 에칠헥실글리세린 2STEP_피브이피, 정제수, 글리세린, 피이지-12디메치콘, 카올린, 티타늄디옥사이드, 브이피/브이에이코폴리머, 부틸렌글라이콜, 페녹시에탄올, 하이드롤라이즈드콜라겐, 포도주추출물, 녹차추출물, 자작나무수액, 해수, 대나무수, 쟈스민꽃수, 다마스크장미꽃수, 타우린 3STEP_정제수, 글리세린, 부틸렌글라이콜, 프로판디올, 하이드롤라이즈드호호바에스터, 12-헥산디올, 하이드롤라이즈드콜라겐, 피이지-60하이드로제네이티드캐스터오일, 판테놀, 카보머, 잔탄검, 클로페네신, 알지닌, 펜틸렌글라이콜, 나무씨추출물,디포타슘글리시리제이트, 창, 추출물, 디소듐이디티에이, 향료, 해수, 아데노신, 병풀추출물, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 쟈스민꽃수, 서양장미꽃수, 포도주추출물, 대나무수, 자작나무수액, 다마스크장미꽃수, 위치하젤잎추출물, 프로필렌글라이콜, 피브이엠/엠에이코폴리머, 타우린, 알로에베라잎추출물, 들깨잎추출물, 서양장미꽃추출물, 녹차추출물, 페녹시에탄올, 대왕송잎추출물, 느릅나무뿌리추출물, 달맞이꽃추출물, 갈근추출물,에칠헥실글리세린",3스텝 타코팩 노즈 [문어코팩],"7,500원"
512,폰즈,https://contents.lotteon.com/itemimage/LB/PD/10/00/80/66/_1/26/33/LBPD10008066_12633_1.jpg/dims/resizef/554X554,"■미리스틱애씨드, 글리세린, 정제수, 프로필렌글라이콜, 포타슘하이드록사이드, 스테아릭 애씨드, 라우릭애씨드, 글라이콜다이스테아레이트, 데실글루코사이드, 글리세릴스테아레이트, 카올린, 테르무스 테르모필루스발효물, 향료, 폴리쿼터늄-7, 락틱애씨드, 하이드레이티드실리카, 피이지-4 다이라우레이트, 피이지-4라우레이트, 피이지-4, 다이소듐이디티에이, 소듐클로라이드, 소듐설페이트, 소듐벤조에이트, 아이오도프로피닐부틸카바메이트, 페녹시에탄올, 포타슘솔베이트, 적색227호, 청색1호, 청색404호",오일컨트롤 페이셜폼100g,"3,000원"
513,센카,https://contents.lotteon.com/itemimage/LB/PD/10/02/14/87/_3/24/76/LBPD10021487_32476_1.jpg/dims/resizef/554X554,"정제수, 스테아릭애씨드, 피이지-8, 미리스틱애씨드, 포타슘하이드록사이드, 글리세린, 라우릭애씨드, 에탄올, 부틸렌글라이콜, 글리세릴스테아레이트에스이, 다이소듐이디티에이, 세리신, 소듐메타바이설파이트, 소듐벤조에이트, 소듐아세틸레이티드하이알루로네이트, 소듐하이알루로네이트, 시트릭애씨드, 포타슘솔베이트, 폴리쿼터늄-7, 피이지/피피지-14/7다이메틸에터, 향료",퍼펙트 휩 페이셜워시 2입 (120g+120g),"12,800원"
