,brand,image,ingredient,name,price
214,메디필,https://contents.lotteon.com/itemimage/LB/PD/10/02/00/12/_3/06/27/LBPD10020012_30627_1.jpg/dims/resizef/554X554,"정제수, 미리스틱애씨드, 글리세린, 스테아릭애씨드, 포타슘하이드록사이드, 프로필렌글라이콜, 라우릭애씨드, 글라이콜다이스테아레이트, 글리세릴스테아레이트에스이, 코코-글루코사이드, 부틸렌글라이콜, 락토바실러스발효물(1,000 ppm), 락토코쿠스발효물(10 ppm), 비피다발효여과물(1,000 ppb), 콜라겐(1,000 ppb), 수용성콜라겐(1,000 ppb), 콜라겐아미노산(1,000 ppb), 하이드롤라이즈드콜라겐(1,000 ppb), 콜라겐추출물(1,000 ppb), 서양배추출물, 서양송악잎/줄기추출물, 사과추출물, 비치스트로베리추출물, 녹차추출물, 기장추출물, 바이오사카라이드검-4, 글라이신, 세린, 글루타믹애씨드, 아스파틱애씨드, 류신, 알라닌, 라이신, 알지닌, 타이로신, 페닐알라닌, 발린, 트레오닌, 프롤릴, 아이소류신, 히스티딘, 메티오닌, 시스테인, 글루코노락톤, 카프릴로일살리실릭애씨드, 탄닉애씨드, 시트릭애씨드, 다이소듐이디티에이, 락토오스, 셀룰로오스, 하이드록시프로필메틸셀룰로오스, 토코페릴아세테이트, 호호바에스터, 아스코빌팔미테이트, 1,2-헥산다이올, 포타슘솔베이트, 적색226호",레드 락토 콜라겐 클리어 300ml,"19,200원"
215,뉴트로지나,https://contents.lotteon.com/itemimage/LB/PD/10/02/20/24/_3/33/30/LBPD10022024_33330_1.jpg/dims/resizef/554X554,"정제수, 글리세린, 소듐코코일글라이시네이트, 소듐코코일이세티오네이트, 코카미도프로필베타인, 미리스틱애씨드, 글라이콜다이스테아레이트, 아크릴레이트코폴리머, 라우릭애씨드, 피이지-120메틸글루코스디올리에이트, 페녹시에탄올, 카프릴릴글라이콜, 클로페네신, 향료, 소듐하이드록사이드, 하이드록시에틸셀룰로오스, 다이소듐이디티에이",딥클린 젠틀 포밍 클렌저 100g+50g 기획,"5,800원"
216,아크네스,https://contents.lotteon.com/itemimage/LB/PD/10/02/14/53/_3/24/27/LBPD10021453_32427_1.jpg/dims/resizef/554X554,"정제수, 메틸프로판다이올, 1,2-헥산다이올, 부틸렌글라이콜, 글리세레스-26, 실리카, 판테놀, 칼라민, 다이소듐이디티에이, 시트릭애씨드, 소듐하이알루로네이트, 레시틴, 글리세린, 프로판다이올, 소듐하이알루로네이트크로스폴리머, 스쿠알란, 퀸즈랜드넛오일, 티트리잎추출물, 펜틸렌글라이콜, 병풀추출물, 알루미늄수크로오스옥타설페이트, 유채스테롤, 콜레스테롤, 폴리글리세릴-10올리에이트, 피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트, 하이드롤라이즈드글라이코사미노글리칸, 소듐서팩틴, 셀룰로오스, 약모밀추출물, 벤질글라이콜, 하이드로제네이티드레시틴, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이드록사이드, 토코페롤, 에틸헥실글리세린, 징크옥사이드, 하이알루로닉애씨드, 라즈베리케톤",2.0 세범 밸런싱 스킨 200ml,"9,000원"
217,도미나스,https://contents.lotteon.com/itemimage/LB/PD/10/01/88/06/_2/88/70/LBPD10018806_28870_1.jpg/dims/resizef/554X554,"정제수, 글리세린, 메틸프로판다이올, 다이프로필렌글라이콜, 1,2-헥산다이올, 나이아신아마이드, 카프릴릭/카프릭트라이글리세라이드, 마카다미아씨오일, 판테놀, 스쿠알란, 베타-글루칸, 베타인, 알란토인, 하이드로제네이티드레시틴, 다이포타슘글리시리제이트, 토코페롤, 해바라기씨오일, 호호바씨오일, 돌콩오일, 비사보롤, 하이드록시데실유비퀴논, 유비퀴논, 아데노신, 잔탄검, 세라마이드엔피, 글라이코스핑고리피드, C12-20알킬글루코사이드, C14-22알코올, 세테아릴알코올, 스테아릭애씨드, 헥실라우레이트, 폴리글리세릴-10올리에이트, 폴리솔베이트60, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카보머, 트라이소듐이디티에이, 다이소듐이디티에이, 트로메타민, 향료, 리날룰, 리모넨, 시트로넬올",도미나스 마스크팩 28ml 5매입,"16,000원"
218,바이오더마,https://contents.lotteon.com/itemimage/LB/PD/10/00/00/60/_3/58/LBPD10000060_358_1.jpg/dims/resizef/554X554,"정제수, 글리세린, 피이지-7글리세릴코코에이트, 소듐코코암포아세테이트, 라우릴글루코사이드, 코코-글루코사이드, 글리세릴올리에이트, 시트릭애씨드, 피이지-90글리세릴이소스테아레이트, 향료, 만니톨, 폴리소르베이트20, 자일리톨, 라우레스-2, 람노오스, 나이아신아마이드, 프룩토올리고사카라이드, 토코페롤, 하이드로제네이티드팜글리세라이드시트레이트, 레시틴, 아스코빌팔미테이트",아토덤 윌 드 두쉬 200ml,"22,000원"
219,토니모리,https://contents.lotteon.com/itemimage/LB/PD/10/02/16/08/_3/26/23/LBPD10021608_32623_1.jpg/dims/resizef/554X554,"정제수, 세틸에틸헥사노에이트, 다이프로필렌글라이콜, 글리세레스-26, 프로판다이올, 피이지/피피지-17/6코폴리머, 카프릴릭/카프릭트라이글리세라이드, 나이아신아마이드, 사이클로펜타실록세인, 사이클로헥사실록세인, 다이메티콘, 금사연둥지추출물(10,000 ppm), 목련가지/꽃/잎추출물, 서양수수꽃다리추출물, 황련뿌리추출물, 카카오씨추출물, 서양민들레뿌리줄기/뿌리추출물, 세룰라타벚나무꽃추출물, 시어버터, 망고씨버터, 마카다미아씨오일, 금, 세테아릴올리베이트, 솔비탄올리베이트, 피토스테릴/옥틸도데실라우로일글루타메이트, 폴리솔베이트60, 폴리아크릴레이트-13, 하이드로제네이티드레시틴, 아라키딜알코올, 폴리아이소부텐, 베헤닐알코올, 카보머, 팔미틱애씨드, 소듐폴리아크릴레이트, C12-16알코올, 아라키딜글루코사이드, 마이카, 티타늄디옥사이드, 트로메타민, 에틸헥실글리세린, 잔탄검, 부틸렌글라이콜, 아데노신, 폴리솔베이트20, 페녹시에탄올, 다이소듐이디티에이, 적색산화철, 향료, 부틸페닐메틸프로피오날, 리모넨",프리미엄 RX 제비집 에센스 55ml,"20,000원"
220,보나쥬르,https://contents.lotteon.com/itemimage/LB/PD/10/01/12/40/_1/77/98/LBPD10011240_17798_1.jpg/dims/resizef/554X554,"정제수,부틸렌글라이콜,카프릴릭/카프릭트라이글리세라이드,식물성스쿠알란,녹차추출물,나이아신아마이드,글리세린,다이카프릴릴카보네이트,소듐하이알루로네이트,폴리글루타믹애씨드,카퍼트라이펩타이드-1,알에이치-폴리펩타이드-7,에스에이치-데카펩타이드-7,에스에이치-옥타펩타이드-4,에스에이치-올리고펩타이드-9,에스에이치-펜타펩타이드-19,글리세릴스테아레이트,바오밥나무씨오일,알란토인,다이포타슘글리시리제이트,판테놀,초피나무열매추출물,할미꽃추출물,우스니아추출물,세테아릴알코올,1,2-헥산다이올,아데노신,카보머,알지닌",그린티 워터 밤 100ml,"14,000원"
221,하다라보,https://contents.lotteon.com/itemimage/LB/PD/10/01/63/64/_2/53/62/LBPD10016364_25362_1.jpg/dims/resizef/554X554,"정제수, 글리세린, 소듐코코일글리시네이트, 부틸렌글라이콜, 하이드록시프로필스타치포스페이트, 코카미도프로필베타인, 피이지-400, 데실글루코사이드, 소듐라우로일아스파테이트, 포타슘코코일글리시네이트, 글리세릴스테아레이트에스이, 소듐스테아로일글루타메이트, 시트릭애씨드, 스테아릭애씨드, 라우릭애씨드, 메칠파라벤, 피이지-32, 비에이치티, 디소듐이디티에이, 프로필파라벤, 폴리쿼터늄-7, 하이드록시프로필메칠셀룰로오스, 폴리쿼터늄-52, 하이드록시프로필트리모늄하이알루로네이트, 소듐아세틸레이티드하이알루로네이트",고쿠쥰 훼이스 워시 100g 기획 1+1,"12,600원"
222,한스킨,https://contents.lotteon.com/itemimage/LB/PD/10/00/43/24/_7/04/6/LBPD10004324_7046_1.jpg/dims/resizef/554X554,"AHA : 미네랄오일,올리브오일,해바라기씨오일,피이지-7글리세릴코코에이트,소르비탄세스퀴올리에이트,포도씨오일,마카다미아씨오일,잇꽃씨오일,세틸에칠헥사노에이트,페닐트리메치콘,산소,동백꽃추출물,호호바씨오일,오배자추출물,녹차씨오일,세라마이드엔피,소듐하이알루로네이트,글라이신,메치오닌,라이신,류신,히스티딘,이소류신,프롤린,페닐알라닌,글루타믹애씨드,알지닌,아스파틱애씨드,알라닌,시스테인,세린,트레오닌,타이로신,발린소듐락테이트,글리세린,소듐피씨에이,피루빅애씨드,시트릭애씨드,글라이콜릭애씨드,말릭애씨드,락틱애씨드,타타릭애씨드,레몬껍질오일,오렌지오일,왕귤껍질오일,정제수,피이지-20글리세릴트리이소스테아레이트,토코페릴아세테이트,로즈힙열매오일,스쿠알란,부틸렌글라이콜,페녹시에탄올카프릴릴글라이콜,에칠헥실글리세린 BHA : 정제수,피이지-8글리세릴이소스테아레이트,사이클로펜타실록산,세틸에칠헥사노에이트,사이클로헥사실록산,부틸렌글라이콜,변성알코올디프로필렌글라이콜,마카다미아씨오일,산소,호호바씨오일,동백꽃추출물,오배자추출물,녹차씨오일,포도씨오일,올리브오일,연꽃추출물,센티드제라늄추출물,지유추출물,아선약추출물,육계추출물,부틸아보카데이트,프로필갈레이트,레몬그라스추출물,퀴노아씨추출물,살리실릭애씨드,오렌지오일,레몬껍질오일 ,왕귤껍질오일,토코페릴아세테이트,소듐시트레이트,시트릭애씨드,디소듐이디티에이,카프릴릴글라이콜,에칠헥실글리세린,1,2-헥산디올 PHA : 카프릴릭/카프릭트리글리세라이드,피이지-8글리세릴이소스테아레이트,세틸에칠헥사노에이트,이소프로필팔미테이트,폴리부텐,에칠헥실팔미테이트,피이지-8이소스테아레이트,정제수,산소,호호바씨오일,동백꽃추출물,녹차씨오일,포도씨오일,오배자추출물,올리브오일,마치현추출물,자작나무수액,티트리잎오일,알로에베라잎추출물,말토바이오닉애씨드,오렌지오일,레몬껍질오일,왕귤껍질오일,토코페릴아세테이트,부틸렌글라이콜,1,2-헥산디올",클렌징 오일 & 블랙헤드AHA/BHA/PHA,"17,600원"
223,바이오더마,https://contents.lotteon.com/itemimage/LB/PD/10/00/01/95/_2/48/LBPD10000195_248_1.jpg/dims/resizef/554X554,"정제수, 글리세린, 에칠헥실팔미테이트, 미네랄오일, 폴리프로필렌테레프탈레이트, 암모늄아크릴로일디메칠타우레이트/브이피코폴리머, 펜틸렌글라이콜, 에칠헥실글리세린, 디소듐이디티에이, 프룩토올리고사카라이드, 만니톨, 자일리톨, 람노오스, 카프릴릭/카프릭트리글리세라이드, 소듐하이드록사이드, 글리시레티닉애씨드, 켈프추출물",센시비오 클렌징 밀크 250ml,"25,000원"
224,메디힐,https://contents.lotteon.com/itemimage/LB/PD/10/00/07/67/_1/89/1/LBPD10000767_1891_1.jpg/dims/resizef/554X554,상세페이지 참조,에스테 3스텝 마스크-NMF,"2,000원"
225,VT 코스메틱,https://contents.lotteon.com/itemimage/LB/PD/10/02/29/67/_3/45/04/LBPD10022967_34504_1.jpg/dims/resizef/554X554,"정제수, 부틸렌글라이콜, 글리세린, 다이프로필렌글라이콜, 1,2-헥산다이올, 병풀추출물, 프로폴리스추출물, 아시아티코사이드, 아시아틱애씨드, 마데카소사이드, 마데카식애씨드, 판테놀, 베타-글루칸, 알란토인, 바위손추출물, 하이드록시아세토페논, 피이지-60하이드로제네이티드캐스터오일, 카보머, 알지닌, 하이드록시에틸셀룰로오스, 아르간커넬오일, 마트리카리아꽃추출물, 소듐하이알루로네이트, 다이소듐이디티에이, 클로페네신, 에틸헥실글리세린, 향료",프로 시카 마스크팩 1매,"2,000원"
226,비페스타,https://contents.lotteon.com/itemimage/LB/PD/10/00/57/13/_8/84/2/LBPD10005713_8842_1.jpg/dims/resizef/554X554,"정제수,글리세린,디프로필렌글라이콜,이소부탄,폴리글리세릴-10미리스테이트,피이지-32,피이지-6,소듐코코일글루타미네이트,피이지-150스테아레이트,글리세릴에칠헥사노에이트/스테아레이트/아디페이트,이산화탄소,소듐라우릴포스페이트,잔탄검,미리스틱애씨드,피이지-50하이드로제네이티드캐스터오일,카프릴릴글라이콜,오렌지류껍질오일,페녹시에탄올,부틸렌글라이콜,하이드록시프로필트리모늄하이알루로네이트,하이드롤라이즈드콜라겐",탄산무스폼 모이스트 180ml,"13,000원"
227,아벤느,https://contents.lotteon.com/itemimage/LB/PD/10/01/69/62/_2/60/12/LBPD10016962_26012_1.jpg/dims/resizef/554X554,"티타늄디옥사이드,아쿠아(아벤느 온천수),아이소데실네오펜타노에이트,트라이에틸헥사노인,C12-15알킬벤조에이트,글리세린,사이클로펜타실록세인,폴리글리세릴-4이소스테아레이트,알루미나,세틸피이지/피피지-10/1디메치콘,헥실라우레이트,C30-45알킬메치콘,스테아릭애씨드,C30-45올레핀,사이클로헥사실록세인,카프릴릭/카프릭트라이글리세라이드,카프릴릴글라이콜,다이소듐이디티에이,황색산화철 (씨아이 77492),적색산화철 (씨아이 77491),옥틸도데칸올,펜타에리스리틸테트라-디-t-부틸하이드록시하이드로신나메이트,실리카디메칠실릴레이트,실크아미노산,소듐클로라이드,소르빅애씨드,탤크,티타늄디옥사이드 (씨아이 77891),토코페릴글루코사이드,정제수,잔탄검",선 미네랄 크림 50ml,"22,400원"
228,해서린,https://contents.lotteon.com/itemimage/LB/PD/10/01/83/14/_2/81/00/LBPD10018314_28100_1.jpg/dims/resizef/554X554,"정제수, 밤부사 불가리스수, 부틸렌글라이콜, 프로판다이올, 1,2-헥산다이올, 글리세레스-26, 나이아신아마이드, 글리세린, 아데노신, 참마뿌리추출물, 폴리쿼터늄-51, 베타-글루칸, 하이드롤라이즈드옥수수전분, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 피브이엠/엠에이코폴리머, 자일리틸글루코사이드, 달맞이꽃씨추출물(20 ppm), 대추야자열매추출물, 무화과추출물, 소듐하이알루로네이트, 안하이드로자일리톨, 수크로오스, 하이드롤라이즈드하이알루로닉애씨드, 자일리톨, 소듐아세틸레이티드하이알루로네이트, 보검선인장추출물, 코치닐선인장열매추출물, 글루코오스, 바오밥나무씨추출물, 하이드롤라이즈드호호바에스터, 소듐시트레이트, 시트릭애씨드, 다이소듐이디티에이","달맞이토너 크림 기획 (+포토카드,크림,화장솜)","12,400원"
229,에이에이치씨코리아,https://contents.lotteon.com/itemimage/LB/PD/10/01/91/87/_2/93/23/LBPD10019187_29323_1.jpg/dims/resizef/554X554,"정제수, 글리세릮, 소듐폴리아크릯레이트, 아가, 다이프로필렌글라이콜, 폴리아크릯릭애씨드, 페녹시에탄올, 다이소듐이디티에이, 타타릭애씨드, 아데노신, 알루미늄글리시네이트, 알로에베라잎즙, 베타인, 카페인, 세틸에틸헥사노에이트, 아이소머라이즈드사플라워애씨드, 실리카, 부틸렌글라이콜, 하이드롤라이즈드콜라겐(2ppm)",액티브 콜라겐 V리프팅 마스크,"3,250원"
230,얼트루,https://contents.lotteon.com/itemimage/LB/PD/10/00/20/64/_4/49/0/LBPD10002064_4490_1.jpg/dims/resizef/554X554,"정제수, 카올린, 부틸렌글라이콜, 벤토나이트, 폴리소르베이트20, 폴리글리세릴-3메칠글루코오스디스테아레이트, 씨실트, 베타인, 마그네슘알루미늄실리케이트, 화산재, 글리세릴스테아레이트에스이, 메칠글루코오스세스퀴스테아레이트, 소듐폴리아크릴레이트, 폴리비닐알코올, 잔탄검, 하이드로제네이티드폴리데센, 에칠헥실글리세린, 오렌지오일, 메칠디하이드로자스모네이트, 레몬껍질오일, 베르가모트열매오일, 트리데세스-6, 글리세린, 라벤더오일, 리날룰, 벤질벤조에이트, 메칠알코올, 에필로비움 플레이스케리추출물, 부틸페닐메칠프로피오날, 센티드제라늄꽃오일, 바실오일, 사카라이드아이소머레이트, 시트로넬올, 실리카, 프로판디올, 제라니올, 레시틴, 1,2-헥산디올, 암모늄아크릴로일디메칠타우레이트/브이피코폴리머, 폴리쿼터늄-51, 달맞이꽃뿌리추출물, 데저트샌드버베나잎추출물, 용설란줄기추출물, 조슈아나무뿌리추출물, 백년초꽃추출물, 캔들우드줄기추출물, 크레오소트부시추출물, 물냉이추출물, 아스파라거스줄기추출물, 시트릭애씨드, 포타슘소르베이트, 포타슘포스페이트, 소듐벤조에이트, 글루코노락톤, 칼슘글루코네이트, 소듐시트레이트, 팔미토일트리펩타이드-5, 디소듐이디티에이, 페녹시에탄올, 향료","아임쏘리 블랙머드 마스크 (각질,모공케어)","2,100원"
231,유리아쥬,https://contents.lotteon.com/itemimage/LB/PD/10/00/26/30/_4/88/2/LBPD10002630_4882_1.jpg/dims/resizef/554X554,"정제수,온천수,소듐라우레스설페이트,피이지-80글리세릴코코에이트,소듐코코암포아세테이트,피피지-2하이드록시에틸코카마이드,소듐라우레스-8설페이트,소듐메틸코코일타우레이트,코코-글루코사이드,글리세릴올리에이트,글라이신,시트릭애씨드,피피지-2하이드록시에틸코코/아이소스테아라마이드,피록톤올아민,마그네슘라우레스설페이트,소듐올레스설페이트,마그네슘라우레스-8설페이트,마그네슘올레스설페이트,분홍바늘꽃꽃/잎/줄기추출물,페녹시에탄올,소듐메타바이설파이트,토코페롤,하이드로제네이티드식물성글리세라이즈시트레이트,향료",이제악 클렌징 젤 150ml,"18,000원"
232,사라나라,https://contents.lotteon.com/itemimage/LB/PD/10/02/22/03/_3/34/86/LBPD10022203_33486_1.jpg/dims/resizef/554X554,"하이드롤라이즈드콜라겐 (51.85%), 글리세린, 카프릴릭/카프릭트라이글리세라이드, 정제수, 부틸렌글라이콜, 하이드로제네이티드폴리데센, 시어버터, 세테아릴알코올, 1,2-헥산다이올, 나이아신아마이드, 카프릴릴메티콘, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 비즈왁스, 소듐하이알루로네이트, 글루코노락톤, 세라마이드엔피, 폴리글리세릴-6스테아레이트, 소듐폴리아크릴로일다이메틸타우레이트, 알지닌, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 향료, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 에틸헥실글리세린, 폴리글리세릴-6베헤네이트, 트라이데세스-10, 대왕송잎추출물, 달맞이꽃추출물, 칡뿌리추출물, 당느릅나무뿌리추출물, 하이드록시프로필트라이모늄하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 아세틸헥사펩타이드-8, 소듐하이알루로네이트크로스폴리머, 카퍼트라이펩타이드-1, 헥사펩타이드-9, 아세틸옥타펩타이드-3, 팔미토일헥사펩타이드-12, 포타슘하이알루로네이트, 아데노신, 다이소듐이디티에이",트루바운스 콜라겐 크림 50ml [업체배송],"19,800원"
233,싸이닉,https://contents.lotteon.com/itemimage/LB/PD/10/02/17/37/_3/28/32/LBPD10021737_32832_1.jpg/dims/resizef/554X554,"정제수, 글리세린, 프로판다이올, 부틸렌글라이콜, 1,2-헥산다이올, 나이아신아마이드, 하이드롤라이즈드하이알루로닉애씨드(600.25 ppm), 소듐하이알루로네이트(301.5 ppm), 병풀추출물, 하이알루로닉애씨드(0.005 ppm), 병풀잎추출물, 메틸글루세스-10, 소듐폴리아크릴로일다이메틸타우레이트, 트로메타민, 베타인, 판테놀, 에틸헥실글리세린, 아데노신, 소듐파이테이트, 소듐하이알루로네이트크로스폴리머(5 ppm), 하이드롤라이즈드글라이코사미노글리칸(3 ppm), 벤질글라이콜, 토코페롤, 마데카소사이드, 아시아티코사이드, 카보머, 잔탄검",히아루론산 앰플 세럼 50ml [업체배송],"12,600원"
234,포인트,https://contents.lotteon.com/itemimage/LB/PD/10/00/28/44/_1/22/1/LBPD10002844_1221_1.jpg/dims/resizef/554X554,"정제수, 포타슘스테아레이트, 글리세린, 포타슘미리스테이트, 프로필렌글라이콜, 포타슘라우레이트, 소듐라우로일글루타메이트, 스테아릭애씨드, 프로필렌글라이콜라우레이트,미리스틱애씨드, 피이지-60 글리세릴이소스테아레이트, 글라이콜디스테아레이트, 글리세릴스테아레이트, 피이지-100스테아레이트, 라우릭애씨드, 드럼스틱나무씨오일, 위치하젤수, 해바라기씨오일, 창포추출물, 부틸렌글라이콜, 셀룰로오스검, 연꽃추출물, 페녹시에탄올, 소듐벤조에이트, 향료",딥 클린 휩 클렌징 폼 175g,"5,900원"
235,에이에이치씨코리아,https://contents.lotteon.com/itemimage/LB/PD/10/01/65/45/_2/55/91/LBPD10016545_25591_1.jpg/dims/resizef/554X554,"쌀추출물, 비피다발효용해물, 락토바실러스/소이밀크발효여과물, 락토바실러스/호밀가루발효물, 바실러스/소이빈발효추출물, 하이드로제네이티드폴리데센, 글리세린, 사이클로헥사실록세인, 프로판다이올, 나이아신아마이드, 메도우폼씨오일, 메틸프로판다이올, 참마뿌리추출물, 시어버터, 세틸알코올, 황벽나무껍질추출물, 귀리커넬추출물, 봉의꼬리추출물, 아티초크잎추출물, 카카오씨추출물, 알로에베라잎추출물, 록샘파이어추출물, 병풀잎추출물, 리마콩씨추출물, 단삼뿌리추출물, 아르간커넬추출물, 마카뿌리추출물, 부들레야추출물, 아보카도열매추출물, 타임추출물, 하이드로제네이티드레시틴, 코코넛야자오일, 마카다미아씨오일, 녹차수, 쌀배아오일, 수용성콜라겐, 소듐하이알루로네이트, 올리브오일, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 폴리아크릴레이트-13, 정제수, 폴리글리세릴-2스테아레이트, 세테아릴알코올, 올리브오일폴리글리세릴-6에스터, 다이메티콘/비닐다이메티콘크로스폴리머, 폴리글리세릴-10라우레이트, 폴리글리세릴-10미리스테이트, 글리세릴스테아레이트, 베헤닐알코올, 판테놀, 스테아릴알코올, 폴리아이소부텐, 소듐스테아로일글루타메이트, 데이노코쿠스발효추출물여과물, 부틸렌글라이콜, 폴리쿼터늄-51, 글리세릴스테아레이트에스이, 글라이코실트레할로오스, 잔탄검, 하이드로제네이티드스타치하이드롤리세이트, 라피노오스, 솔비탄아이소스테아레이트, 바이오사카라이드검-1, 아데노신, 콜레스테롤, 이눌린라우릴카바메이트, 트라이소듐이디티에이, 레시틴, 베타-글루칸, 세라마이드엔피, 트로메타민, 포타슘세틸포스페이트, 덱스트린, 다이소듐이디티에이, 폴릭애씨드, 하이드롤라이즈드콜라겐, 하이드롤라이즈드케라틴, 우유단백질, 글라이코리피드, 세틸하이드록시에틸셀룰로오스, 루틴, 올레아놀릭애씨드, 팔미토일테트라펩타이드-7, 팔미토일트라이펩타이드-1, 헵타소듐헥사카복시메틸다이펩타이드-12, 솔비탄라우레이트, 에탄올, 류코노스톡/무발효여과물, 말토덱스트린, 아스코빅애씨드폴리펩타이드, 팔미토일펜타펩타이드-4, 하이드록시에틸셀룰로오스, 하이드롤라이즈드루핀단백질, 아세틸다이펩타이드-1세틸에스터, 사카라이드하이드롤리세이트, 팔미토일트라이펩타이드-5, 하이드롤라이즈드식물성단백질, 스쿠알란, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드하이알루로닉애씨드, 소듐아스코빌포스페이트, 아세틸헥사펩타이드-8, 하이드롤라이즈드완두콩단백질, 하이알루로닉애씨드, 귀리펩타이드, 노나펩타이드-1, 다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트, 밀펩타이드, 에스에이치-올리고펩타이드-1, 에스에이치-올리고펩타이드-2, 에스에이치-폴리펩타이드-1, 에스에이치-폴리펩타이드-11, 에스에이치-폴리펩타이드-9, 카퍼트라이펩타이드-1, 콩폴리펩타이드, 트라이펩타이드-1, 팔미토일헥사펩타이드-12, 펜타펩타이드-3, 하이드롤라이즈드소듐하이알루로네이트, 헥사펩타이드-9, 피토스테릴/이소스테아릴/세틸/스테아릴/베헤닐다이머디리놀리에이트, 폴리솔베이트20, 피토스테롤, 향료, 1,2-헥산다이올, 에틸헥실글리세린, 하이드록시아세토페논, 펜틸렌글라이콜, 카프릴릴글라이콜, 하이드록시시트로넬알, 부틸페닐메틸프로피오날, 리날룰, 벤질벤조에이트, 리모넨",에이지리스 아이크림 트리플 기획 30mlX3ea,"45,000원"
236,싸이닉,https://contents.lotteon.com/itemimage/LB/PD/10/00/59/05/_9/18/8/LBPD10005905_9188_1.jpg/dims/resizef/554X554,"정제수, 프로판디올, 펜틸렌글라이콜, 비닐디메치콘, 글리세린, 세틸에칠헥사노에이트, 수련꽃추출물, 알로에베라잎즙, 부틸렌글라이콜, 마데카소사이드, 세테아릴올리베이트, 카보머, 소르비탄올리베이트, 트로메타민, 소듐하이알루로네이트",더심플 베리어크림 40ml,"10,900원"
